Time Created,Tweet_Text,Username,Additional Hashtags,Account Followers,Number Retweets,Number Likes
2020-12-24 20:12:59,b'\xf0\x9f\xa5\xb0Manor View staff were delighted to vaccinate numerous centenarians at both Elton House and Courtlands Lodge. Raising hands Serving the Bushey and Watford communities for over 100 years.  #COVID-19 #Pfizer #TeamMvP #EltonHouse #CourtlandsLodge https://t.co/h9o5leAMny',b'Manor_View_NHS',"['COVID', 'Pfizer', 'TeamMvP', 'EltonHouse', 'CourtlandsLodge']",5,0,0
2020-12-24 19:44:30,"b""#XmasEve  #Covid19UK daily tweet  @Conservatives commit #Genocide   Day 22 'tiers' England  Day 17 #Pfizer #vaccine  2,155,996 cases &amp; 69,157 official deaths Excess deaths c.83k RIP\xf0\x9f\x92\x94  1/85 English infected @ONS stats 2% #London infected #PlagueIsland \xe2\x9a\xb0\xef\xb8\x8f #BrexitDisaster #ToryScum""",b'RedbirdEl',"['XmasEve', 'Covid19UK', 'Genocide', 'Pfizer', 'vaccine', 'London', 'PlagueIsland', 'BrexitDisaster', 'ToryScum']",2707,0,0
2020-12-24 19:30:00,"b'#Pfizer is gearing up for the shipping of #COVID-19 vaccines at its manufacturing site in #Puurs, as seen on Thursday. #Belgium https://t.co/X0FG5EsvaX'",b'Ruptly',"['Pfizer', 'COVID', 'Puurs', 'Belgium']",113883,3,4
2020-12-24 19:08:55,b'Pharma Claus The Christmas present the world wishes: a cure for Covid-19. Vaccines arrive Rodrigo de Matos #COVID19 #coronavirus #pandemic #vaccine #health #big #pharma #Christmas #SantaClaus #Oxford #AstraZeneca #Pfizer #BioNTech #Moderna https://t.co/kJhIJLQDJW',b'eerdincus',"['COVID19', 'coronavirus', 'pandemic', 'vaccine', 'health', 'big', 'pharma', 'Christmas', 'SantaClaus', 'Oxford', 'AstraZeneca', 'Pfizer', 'BioNTech', 'Moderna']",65,0,0
2020-12-24 18:42:13,b'Frequency of #allergic reactions to #Pfizer #vaccine greater than expected https://t.co/03Af66E8CT #unexpectedly',b'do6986',"['allergic', 'Pfizer', 'vaccine', 'unexpectedly']",1786,0,0
2020-12-24 18:41:50,b'the cuttest letter ever... \xf0\x9f\x92\x9c #covid #SantaClaus #SaveTheChristmas #Pfizer   https://t.co/IdBq4irDB1 https://t.co/KXlvl41XYK',b'jose_emmanuel__',"['covid', 'SantaClaus', 'SaveTheChristmas', 'Pfizer']",295,0,0
2020-12-24 18:35:43,"b""#breaking #Norad #covid19 pc #vaccine #Pfizer #Moderna  #masks up #Santa spotted #SantaClausIsComingToTown how cute! #SanDiego  Santa spotted on NORAD's tracker wearing a mask as he delivers gifts https://t.co/3gx66ZQPay via @MailOnline""",b'rebjefwill_j',"['breaking', 'Norad', 'covid19', 'vaccine', 'Pfizer', 'Moderna', 'masks', 'Santa', 'SantaClausIsComingToTown', 'SanDiego']",226,0,0
2020-12-24 18:33:08,"b""From the Center of Disease Control and Prevention (#CDC) report:  On December 18, out of 112807 people vaccinated in #UK with #Pfizer's #vaccine, 3150 had health impact effects requiring medical care. 2.8% of vaccineted people presented considerable adverse reactions. https://t.co/cXivwUgFpV""",b'pan_naxos',"['CDC', 'UK', 'Pfizer', 'vaccine']",206,0,2
2020-12-24 18:20:21,"b'#Israel approves using each #Pfizer #vaccine vial to inoculate more people. Health Ministry says 6 doses to be extracted from each container rather than 5; move will enable immunization of 800,000 more Israelis #COVID19 https://t.co/4DgxnlABRt'",b'edrormba',"['Israel', 'Pfizer', 'vaccine', 'COVID19']",11173,1,2
2020-12-24 18:16:00,b'#Pfizer seals deal with US for 100 million more #COVID19 #vaccine doses. Company agrees to provide additional doses by the end of July https://t.co/kVVUc16WH7',b'gulf_news',"['Pfizer', 'COVID19', 'vaccine']",1180594,0,8
2020-12-24 18:13:42,"b""@EpochTimesChina If it comes from #China, don't take it  Even the #Pfizer #Vaccin comes from a company that has been revealed to have #CCP members who have infiltrated the company  Careful what you inject into your body  #COVID19 #COVID #BidenCheated2020""",b'LiuBaoBei1',"['China', 'Pfizer', 'Vaccin', 'CCP', 'COVID19', 'COVID', 'BidenCheated2020']",222,0,0
2020-12-24 18:13:37,"b""If it comes from #China, don't take it  Even the #Pfizer #Vaccin comes from a company that has been revealed to have #CCP members who have infiltrated the company  Careful what you inject into your body  #COVID19 #COVID #BidenCheated2020 https://t.co/vK6riT8oGH""",b'LiuBaoBei1',"['China', 'Pfizer', 'Vaccin', 'CCP', 'COVID19', 'COVID', 'BidenCheated2020']",222,0,0
2020-12-24 17:52:26,b'The first consignment of the Pfizer-BioNTech COVID-19 vaccine arrived in the Sultanate this evening through the Muscat International Airport.  #Oman #Vaccine #Coronavirus #COVID19 #COVID20 #Pfizer #BioNTech #\xd8\xb9\xd9\x85\xd8\xa7\xd9\x86_\xd8\xaa\xd9\x88\xd8\xa7\xd8\xac\xd9\x87_\xd9\x83\xd9\x88\xd8\xb1\xd9\x88\xd9\x86\xd8\xa7 #\xd9\x85\xd8\xb3\xd8\xa7\xd8\xa1_\xd8\xa7\xd9\x84\xd8\xae\xd9\x8a\xd8\xb1 | @pfizer  https://t.co/fnmbeAAC3J',b'BusinessLiveME',"['Oman', 'Vaccine', 'Coronavirus', 'COVID19', 'COVID20', 'Pfizer', 'BioNTech', 'عمان_تواجه_كورونا', 'مساء_الخير']",2764,0,0
2020-12-24 17:48:12,b'A common side effect from the coronavirus vaccine is c-walking from joy.  #Covid_19 #vaccine #Pfizer #blessed https://t.co/gREbXiJtxR',b'adamrajoulhmd',"['Covid_19', 'vaccine', 'Pfizer', 'blessed']",9,0,0
2020-12-24 17:03:59,"b""As expected... COVID-19 vaccine is causing reactions at a rate that is 'superior' https://t.co/Yyy1lo1Gv5 via @MailOnline #COVID #COVIDSecondWave #PfizerBioNTech #Pfizer #coronabeleid #Covid19InSA #COVID19""",b'ChatthaHyder',"['COVID', 'COVIDSecondWave', 'PfizerBioNTech', 'Pfizer', 'coronabeleid', 'Covid19InSA', 'COVID19']",250,5,4
2020-12-24 16:56:03,"b""I'm no scientist but this person has the best argument I've seen yet.   #COVID19 #vaccine #Pfizer https://t.co/gZeU96Jqew""",b'CanadienSaintNk',"['COVID19', 'vaccine', 'Pfizer']",130,1,2
2020-12-24 16:48:33,"b'No worries people, #Pfizer has been chosen as the #vaccine that most Earth Humans will receive. What could go wrong? What is in it? HIV? Cancer? Sterilization? Chip? Drone? Time bomb? You have to be insane or 100% brainwashed to voluntarily get that poison into your body!'",b'angeloftruth11',"['Pfizer', 'vaccine']",11812,0,0
2020-12-24 16:33:22,b'How much investment did the #USTaxpayer make in the #PfizerCovidVaccine?  Why is #China getting 100 Mil doses if US developed the #vaccine?  #Pfizer #coronavirus #TRUMP2020ToSaveAmerica https://t.co/4Ew4y5t8dA',b'DemRascals',"['USTaxpayer', 'PfizerCovidVaccine', 'China', 'vaccine', 'Pfizer', 'coronavirus', 'TRUMP2020ToSaveAmerica']",31,0,0
2020-12-24 16:32:35,"b'#BREAKING: The first batch of Pfizer Coronavirus (COVID-19) vaccine has arrived in Oman. This consignment contains 15,600 doses and will be administered to members of the public from Sunday.  #Oman #COVID19 #COVID20 #Coronavirus #Vaccine #Pfizer #\xd8\xb9\xd9\x85\xd8\xa7\xd9\x86_\xd8\xaa\xd9\x88\xd8\xa7\xd8\xac\xd9\x87_\xd9\x83\xd9\x88\xd8\xb1\xd9\x88\xd9\x86\xd8\xa7 #\xd9\x85\xd8\xb3\xd8\xa7\xd8\xa1_\xd8\xa7\xd9\x84\xd8\xae\xd9\x8a\xd8\xb1 https://t.co/vnGk9Mj1Y1'",b'BusinessLiveME',"['BREAKING', 'Oman', 'COVID19', 'COVID20', 'Coronavirus', 'Vaccine', 'Pfizer', 'عمان_تواجه_كورونا', 'مساء_الخير']",2764,0,3
2020-12-24 16:23:24,"b'""#Pfizer #COVID #vaccine causing more #allergies than expected says #WhiteHouse adviser Moncef Slaoui."" https://t.co/LxBypu1pxh'",b'erkdeni',"['Pfizer', 'COVID', 'vaccine', 'allergies', 'WhiteHouse']",118,1,0
2020-12-24 16:19:10,b'Just got free $FB stock. Get yours: https://t.co/lZ9FxWWWr0  #stocks #stockmarket #finance #fintech #bitcoin #crypto $btc $spy $djia $aapl $msft $amzn $goog $twtr $snap $btc $nvda $tsla $fb $shop $xrp #ripple #usa #earn #money #invest #moderna #pfizer #vaccine #xmas #christmas https://t.co/xIfoCl7fdE',b'moncef_fahim',"['stocks', 'stockmarket', 'finance', 'fintech', 'bitcoin', 'crypto', 'ripple', 'usa', 'earn', 'money', 'invest', 'moderna', 'pfizer', 'vaccine', 'xmas', 'christmas']",237,0,1
2020-12-24 16:11:00,"b""Ugur Shin, CEO of German firm #BioNTech, says that it's highly likely their #covid19 #vaccine will work against the new strain. He also pointed out that a proper study will be done to confirm. #coronavirusvaccine  #publichealth #Pfizer https://t.co/ImnxaVAu50""",b'TheAdvocateIsIn',"['BioNTech', 'covid19', 'vaccine', 'coronavirusvaccine', 'publichealth', 'Pfizer']",5803,0,1
2020-12-24 16:10:06,"b""It's X-Mas eve and what better way then leave you for Christmas by reviewing Moderna and Pfizer updates.  https://t.co/8sckrFqWfx #Pfizer #Moderna #MRNA #Stocks #stockstobuy #topstocks #beststocks #investing #investingtips #vaccine #covid #vaccinenews #breakingnews #PFE #$MRNA""",b'Zero2Freedom',"['Pfizer', 'Moderna', 'MRNA', 'Stocks', 'stockstobuy', 'topstocks', 'beststocks', 'investing', 'investingtips', 'vaccine', 'covid', 'vaccinenews', 'breakingnews', 'PFE']",56,0,0
2020-12-24 15:57:39,"b'Agreed! As reports surfaced Wednesday of yet another healthcare worker who suffered a severe allergic reaction to #Pfizer\xe2\x80\x99s #COVID #vaccine, it\xe2\x80\x99s time the #FDA and #Fauci explain what they plan to do about it. #TheDefender   https://t.co/958dK2PZrv'",b'lizzywales',"['Pfizer', 'COVID', 'vaccine', 'FDA', 'Fauci', 'TheDefender']",12932,2,2
2020-12-24 15:46:16,b'#Pfizer #COVID19 #vaccine causing more allergic reactions than expected - https://t.co/noiWgoNOnm',b'Hotpage_News',"['Pfizer', 'COVID19', 'vaccine']",25239,0,0
2020-12-24 15:35:38,b'Watch | First shipment of Pfizer/BioNTech Covid-19 #vaccine arrives in #Oman  #ArabianDaily #Pfizer https://t.co/nYhZmPFXuT',b'arabiandaily_',"['vaccine', 'Oman', 'ArabianDaily', 'Pfizer']",78,0,1
2020-12-24 15:30:39,"b'""Another #healthcare  worker suffered a severe #allergic reaction to #Pfizer\xe2\x80\x99s #COVID #vaccine"" https://t.co/iSsYKspWWu'",b'Justis4u2',"['healthcare', 'allergic', 'Pfizer', 'COVID', 'vaccine']",535,0,0
2020-12-24 15:30:08,"b""The first #Dubai residents received the #Pfizer-#BioNTech #vaccine on Wednesday after an extensive inoculation drive was approved. It is the second vaccine to be introduced in the #Emirates in the fight against #Covid19, following #China's #Sinopharm shot last month https://t.co/vqUdYGke3T""",b'UAE_Forsan',"['Dubai', 'Pfizer', 'BioNTech', 'vaccine', 'Emirates', 'Covid19', 'China', 'Sinopharm']",14442,2,2
2020-12-24 15:04:00,"b""Health Ministry director-general Chezy Levy approved on Thursday for medical professionals to begin extracting six doses from #Pfizer's coronavirus #vaccine, instead of the five which were orginally approved, a 20% increase in doses, @N12News reported. https://t.co/vH7IKufba3""",b'Jerusalem_Post',"['Pfizer', 'vaccine']",492760,4,3
2020-12-24 15:01:26,b'\xf0\x9f\x93\xbd\xef\xb8\x8f First shipment of Pfizer/BioNTech Covid-19 #vaccine arrives in #Oman  #OmanObserver #Pfizer #\xd9\x84\xd9\x82\xd8\xa7\xd8\xad_\xd9\x81\xd8\xa7\xd9\x8a\xd8\xb2\xd8\xb1 @OmaniMOH  Read full report https://t.co/V61jCZoa3K https://t.co/m0i8JufZwA',b'OmanObserver',"['vaccine', 'Oman', 'OmanObserver', 'Pfizer', 'لقاح_فايزر']",84413,3,18
2020-12-24 14:51:36,b'Government Buys 100 Million More Doses of Pfizer Coronavirus Vaccine #vaccine #Pfizer https://t.co/dtEoOspqeW',b'ozanconrad',"['vaccine', 'Pfizer']",5,0,1
2020-12-24 14:41:17,b'November  The U.S. formally exits the #ParisAgreement  \xe2\x80\x8cDrugmakers #BioNTech and #Pfizer announce their #COVID19 #vaccine to be over 90% effective in a first look at the results from their phase 3 trial',b'BehorizonOrg',"['ParisAgreement', 'BioNTech', 'Pfizer', 'COVID19', 'vaccine']",1827,0,0
2020-12-24 14:28:47,"b""WATCH: 'Grateful' and 'proud' say the first in UAE to receive the #PfizerBioNTech jabs. https://t.co/RqIgTZzesx \xf0\x9f\x87\xa6\xf0\x9f\x87\xaa\xf0\x9f\x92\x89  #Pfizer #vaccine #coronavirus #COVID19 #Health  #healthcare #Science #news #thebrewplay""",b'TheBrewAE',"['PfizerBioNTech', 'Pfizer', 'vaccine', 'coronavirus', 'COVID19', 'Health', 'healthcare', 'Science', 'news', 'thebrewplay']",62,0,0
2020-12-24 14:20:27,"b'Agreed! As reports surfaced Wednesday of yet another healthcare worker who suffered a severe allergic reaction to #Pfizer\xe2\x80\x99s #COVID #vaccine, it\xe2\x80\x99s time the #FDA and #Fauci explain what they plan to do about it. #TheDefender   https://t.co/u6eUtOhTok'",b'RobertKennedyJr',"['Pfizer', 'COVID', 'vaccine', 'FDA', 'Fauci', 'TheDefender']",222256,1282,2295
2020-12-24 14:18:42,"b'#covid-19, #Pfizer, #covidvaccine some one help me understand according to proponents of vaccine its success rate us 94%, the death rate due to Corona is about 3% in third world countries, state show vaccinated patient safety is less then without vaccine.'",b'Riazkhanjk1',"['covid', 'Pfizer', 'covidvaccine']",8,0,1
2020-12-24 14:15:17,"b""#Pfizer  #COVID Vaccine Causing More Allergies Than Expected Says White House's Moncef Slaoui https://t.co/HbkZCu4VaI""",b'PresshubU',"['Pfizer', 'COVID']",1905,1,0
2020-12-24 14:15:00,"b'#France has greenlit the #Pfizer/BioNTech #Covid vaccine, with mass inoculation due to begin on Sunday  https://t.co/Y5xHzL5EqI'",b'RT_com',"['France', 'Pfizer', 'Covid']",3031505,16,17
2020-12-24 14:00:58,b'Anyone want to see the full list of ingredients in the Pfizer covid vaccine? #polyethyleneglycol #vaccine #Pfizer #PfizerBioNTech #COVID19 #CovidVaccine https://t.co/7FY2nqXzvg',b'LightBu51377903',"['polyethyleneglycol', 'vaccine', 'Pfizer', 'PfizerBioNTech', 'COVID19', 'CovidVaccine']",225,0,0
2020-12-24 13:58:58,b'A million THANK YOUs to everyone who helped make this happen. @TomPettinger #Pfizer #vaccine #NHS #thankmas https://t.co/IqGMGCYZcG',b'PiratePettinger',"['Pfizer', 'vaccine', 'NHS', 'thankmas']",388,1,9
2020-12-24 13:54:02,"b""The U.S. government negotiated a deal to acquire 100 million doses of @Pfizer's &amp; @BioNTech_Group's #COVID19 #Vaccine \xe2\x80\x94 enough to vaccinate 15% of the population with the two-dose vaccine.   MORE HERE: https://t.co/WzUnKYq51D  @JAMA_current @RitaRubin #HHS #Pfizer #BioNTech""",b'DrugDiscoverDev',"['COVID19', 'Vaccine', 'HHS', 'Pfizer', 'BioNTech']",132,0,0
2020-12-24 13:48:41,"b'For now, experts do not think that this new variant\xe2\x80\x99s mutations will jeopardize the effectiveness of #Covid-19 vaccines, whether products from #Pfizer/#BioNTech, #Moderna or #Oxford/#AstraZeneca. #weeklynote #covid19'",b'DorvalAM_Eng',"['Covid', 'Pfizer', 'BioNTech', 'Moderna', 'Oxford', 'AstraZeneca', 'weeklynote', 'covid19']",2290,0,0
2020-12-24 13:44:57,b'Vaccine update: 36 hours later I\xe2\x80\x99m still alive. No side effects. The injection site is still a little sore but it\xe2\x80\x99s the same as when getting a flu shot. #vaccine #pfizer',b'a_aron_walling',"['vaccine', 'pfizer']",145,1,2
2020-12-24 13:42:38,b'\xf0\x9f\xa7\x90\xf0\x9f\x98\x8e\xf0\x9f\x98\xac\xf0\x9f\x98\x89 #Pfizer COVID-19 #vaccine causing more allergic reactions than expected https://t.co/C6ssacE32Q',b'StimmederVernu2',"['Pfizer', 'vaccine']",1574,1,3
2020-12-24 13:33:34,"b'#COVID19 #Fascism #EXPOSED  #Pfizer, #BioNTech, #Moderna Covid-19 #vaccine: Will the U.S. trust it?  https://t.co/LZpKyjNMAg'",b'shayteamlove',"['COVID19', 'Fascism', 'EXPOSED', 'Pfizer', 'BioNTech', 'Moderna', 'vaccine']",788,0,0
2020-12-24 13:10:00,b'Comparing the Moderna and Pfizer coronavirus vaccines...  #pandemic #CoronaVirusUpdates #coronavirus #COVID19 #COVID #Moderna #Pfizer #PfizerCovidVaccine #vaccination #vaccines #virus   https://t.co/Ylb7i02vBL',b'whoa_13',"['pandemic', 'CoronaVirusUpdates', 'coronavirus', 'COVID19', 'COVID', 'Moderna', 'Pfizer', 'PfizerCovidVaccine', 'vaccination', 'vaccines', 'virus']",1429,1,0
2020-12-24 13:02:02,"b""Pfizer antes up on the feds' vaccine criticism, saying Warp Speed has everything it's asked for\xe2\x80\x94and more https://t.co/gQtc9qtg9q #Pfizer #BioNTech #AlexAzar #HHS #Vaccine #Manufacturing""",b'Hayburysearch',"['Pfizer', 'BioNTech', 'AlexAzar', 'HHS', 'Vaccine', 'Manufacturing']",1067,0,0
2020-12-24 12:55:09,b'Tafrishaala Prime Time  #covid_19 #vaccine #covaxx #unicef #aurobindopharma  #uk #eu #brexit #borisjohnson  #Tunisia #mediterranean #migrants #africa  #bangladesh #rice #india  #france #vaccination #pfizer #biontech #Frenchmedical  #tafrishaala #primetime #worldnews https://t.co/VKEASHRyGR',b'tafrishaala',"['covid_19', 'vaccine', 'covaxx', 'unicef', 'aurobindopharma', 'uk', 'eu', 'brexit', 'borisjohnson', 'Tunisia', 'mediterranean', 'migrants', 'africa', 'bangladesh', 'rice', 'india', 'france', 'vaccination', 'pfizer', 'biontech', 'Frenchmedical', 'tafrishaala', 'primetime', 'worldnews']",23,0,0
2020-12-24 12:46:43,b'#Pfizer and the #US. reach an agreement on additional #vaccine doses. #Covid_19 #coronavirus',b'Moritzbhg',"['Pfizer', 'US', 'vaccine', 'Covid_19', 'coronavirus']",2158,0,0
2020-12-24 12:33:51,b'It\xe2\x80\x99s safe! Just take it! As quickly as you all can! It\xe2\x80\x99s the only way (we will let you) out!!!  #vaccine #PfizerBioNTech #Pfizer #COVID19 #coronavirus   https://t.co/c27qKpxZ0K',b'CockMat',"['vaccine', 'PfizerBioNTech', 'Pfizer', 'COVID19', 'coronavirus']",162,1,0
2020-12-24 12:12:14,b'Irish boy who asks for a #vaccine for #Santa gets reply from #Pfizer boss https://t.co/UL54UPlI7s',b'ShonaMurray_',"['vaccine', 'Santa', 'Pfizer']",14026,3,10
2020-12-24 11:39:07,"b'\xe2\x96\xaa VACCINE PURCHASE FROM JANSSEN AND PFIZER  S. Korea signs deals to purchase vaccines from Janssen, Pfizer: PM  #COVID19 #vaccine #Pfizer https://t.co/AG3uETYYdY'",b'arirangtvnews',"['COVID19', 'vaccine', 'Pfizer']",9211,2,5
2020-12-24 11:20:00,"b""@ioangrillo #France's \xf0\x9f\x87\xab\xf0\x9f\x87\xb7 medical regulator has approved the #Pfizer/#BioNTech #vaccine for a nationwide roll-out \xf0\x9f\x92\x89\xf0\x9f\xa6\xa0  A vaccination campaign is to start on Sunday, with health workers and older people among the first to get #Covid19 shots.  https://t.co/oy3pW5dm7n""",b'France24_en',"['France', 'Pfizer', 'BioNTech', 'vaccine', 'Covid19']",277667,5,12
2020-12-24 11:11:29,b'vichy #centerformathmodelling #Pfizer say it takes 28 days for the #vaccine to work 2 new mutations in 5 days NOT TIME TO TEST VACCINE vichy say  \xe2\x80\x9cIt may be necessary to greatly accelerate vaccine roll-out to have an appreciable impact in surpassing the resulting diseases burden',b'Democracy4Neath',"['centerformathmodelling', 'Pfizer', 'vaccine']",1,0,0
2020-12-24 11:05:15,"b'You see #German ""official"" #media propaganda for the #globalist psychopaths &amp; their #Vaccin   Telling people it is Love for humanity to get #vaccinated   With a #Vaccine #Pfizer poison that DOES EVEN NOT PROTECT YOU TO GET INFECTED WITH #COVID19   Brazen psychopath propaganda https://t.co/x2NFpFzjf6'",b'Alex_Avalon777',"['German', 'media', 'globalist', 'Vaccin', 'vaccinated', 'Vaccine', 'Pfizer', 'COVID19']",2120,0,0
2020-12-24 11:02:55,b'#bullshit-bingo propaganda for #Pfizer #PfizerBioNTech #Vaccin &amp; #vaccination   Why is #vaccination is altruism &amp; fair for others aroud is complete nonsense!  The #Vaccine does not protect ANYONE to get #COVID19 #coronavirus or whatever! It MAYBE helps lessen sypmtoms THATS ALL! https://t.co/1VKkbbl9sy',b'Alex_Avalon777',"['bullshit', 'Pfizer', 'PfizerBioNTech', 'Vaccin', 'vaccination', 'vaccination', 'Vaccine', 'COVID19', 'coronavirus']",2120,1,1
2020-12-24 10:59:01,"b'Vaccine or no vaccine, Britain must relearn how to live with risk  We must relearn a healthy attitude to risk, writes @RMCunliffe --&gt; https://t.co/DSiQCCm4RU  #Vaccine #CovidVaccine #Pfizer #PfizerVaccine #CoronaVaccine #CoronaVirus #Risk #Lockdown #TierSystem #Tiers https://t.co/34c6dQL7eh'",b'CityAM',"['Vaccine', 'CovidVaccine', 'Pfizer', 'PfizerVaccine', 'CoronaVaccine', 'CoronaVirus', 'Risk', 'Lockdown', 'TierSystem', 'Tiers']",66296,0,2
2020-12-24 10:38:56,b'@MichaelYeadon3 Emails from #MHRA confirming that the active component of the #Pfizer #Covid #vaccine \xe2\x80\x9cdoes not come directly from an isolated virus from an infected person\xe2\x80\x9d. Can any science person explain what this means? https://t.co/XA7ANC25I7',b'LeahSaintG',"['MHRA', 'Pfizer', 'Covid', 'vaccine']",42,0,0
2020-12-24 10:34:17,b'Emails from #MHRA confirming that the active component of the #Pfizer #Covid #vaccine \xe2\x80\x9cdoes not come directly from an isolated virus from an infected person\xe2\x80\x9d. \xf0\x9f\xa4\xaf\xf0\x9f\xa4\xaf\xf0\x9f\xa4\xaf https://t.co/9PDSasDxUd',b'LeahSaintG',"['MHRA', 'Pfizer', 'Covid', 'vaccine']",42,0,0
2020-12-24 09:45:00,b'@juliasieger @cathie_france24 Both the #Moderna #vaccine and the one developed by #Pfizer and #BioNTech are known as messenger RNA \xe2\x80\x93 or mRNA \xe2\x80\x93 vaccines \xf0\x9f\x92\x89\xf0\x9f\xa6\xa0  Click on the player above to see how they work \xe2\xa4\xb4\xef\xb8\x8f\xf0\x9f\x92\xbb  https://t.co/pLLUkJbQBt',b'France24_en',"['Moderna', 'vaccine', 'Pfizer', 'BioNTech']",277667,10,22
2020-12-24 09:09:19,b'Will you opt for the Coronavirus (COVID-19) vaccine when it is made available to the public by the health authorities?  #Oman #Muscat #UAE #Dubai #Coronavirus #COVID19 #COVID20 #Vaccine #Pfizer #\xd8\xb5\xd8\xa8\xd8\xa7\xd8\xad_\xd8\xa7\xd9\x84\xd8\xb3\xd8\xb9\xd8\xa7\xd8\xaf\xd9\x87 #\xd8\xb9\xd9\x85\xd8\xa7\xd9\x86  https://t.co/Y0AEuhI5bn',b'BusinessLiveME',"['Oman', 'Muscat', 'UAE', 'Dubai', 'Coronavirus', 'COVID19', 'COVID20', 'Vaccine', 'Pfizer', 'صباح_السعاده', 'عمان']",2764,0,1
2020-12-24 08:58:57,"b""A hundred percent success rate for the Moderna vaccine!  Now, let's push for it to be affordable and widely available.    #COVID-19 #Moderna #COVIDvaccine #Pfizer   https://t.co/vcdp4vbPri""",b'NajamUsmani6',"['COVID', 'Moderna', 'COVIDvaccine', 'Pfizer']",28,0,1
2020-12-24 08:54:36,b'Dubai launches free Pfizer-BioNtech vaccination campaign #covid19  #pfizer #biontech  #UAE #dubai #vaccine  #healthcare  https://t.co/1EF1drOzuz',b'RKonnection',"['covid19', 'pfizer', 'biontech', 'UAE', 'dubai', 'vaccine', 'healthcare']",51,0,0
2020-12-24 08:20:00,b'European Commission authorizes #Pfizer vaccine as countries set to start ... https://t.co/0OlpFNbLIf via @YouTube  #europe #vaccine #covid #4glivestream',b'4gLivestream',"['Pfizer', 'europe', 'vaccine', 'covid', '4glivestream']",9,0,0
2020-12-24 08:14:58,b'Why are #Arab nations first to approve #Chinese #COVID #vaccine despite lack of public data? https://t.co/h8dmdFH4Hk  #Pandemic #SARS #WHO #CDC #FDA #Epidemic #India #PMOIndia #Pfizer #mRNA #Janssen #AstraZeneca #TimesOfIndia #BBCNews #AajTak #RepublicTV #Flu #Health #TheGuardian',b'docdivakar',"['Arab', 'Chinese', 'COVID', 'vaccine', 'Pandemic', 'SARS', 'WHO', 'CDC', 'FDA', 'Epidemic', 'India', 'PMOIndia', 'Pfizer', 'mRNA', 'Janssen', 'AstraZeneca', 'TimesOfIndia', 'BBCNews', 'AajTak', 'RepublicTV', 'Flu', 'Health', 'TheGuardian']",311,0,2
2020-12-24 07:58:13,b'Happy to state I got shot up with the Pfizer vaccine today....any  nay-sayers? #pfizer   #vaccine #covidvaccine #samevaccine Sbiddnandfuaci',b'chitakov_emily',"['pfizer', 'vaccine', 'covidvaccine', 'samevaccine']",3179,0,1
2020-12-24 07:50:23,"b'Have any folks with autoimmune diseases gotten the covid vaccine yet? Do we have any news? I\xe2\x80\x99m always on an immunosuppressant/biologic, which is why it\xe2\x80\x99s on the mind. Doctors and twitter professionals feel free to check in #vaccine #moderna #Pfizer #clinicaltrials'",b'mediocreredhead',"['vaccine', 'moderna', 'Pfizer', 'clinicaltrials']",278,0,3
2020-12-24 07:40:09,b'#Bottomline  All the #diagnostic tests for the #Covid #pandemic would be #WORTHWHILE ONLY if we could offer #CURE !  #rapidantigen #RTPCR #mRNA #COVIDIOTS #CoronavirusStrain #Corona #Pfizer #Moderna #AstraZeneca #SputnikV',b'abhi_anand',"['Bottomline', 'diagnostic', 'Covid', 'pandemic', 'WORTHWHILE', 'CURE', 'rapidantigen', 'RTPCR', 'mRNA', 'COVIDIOTS', 'CoronavirusStrain', 'Corona', 'Pfizer', 'Moderna', 'AstraZeneca', 'SputnikV']",42,0,0
2020-12-24 07:21:13,b'#Kuwait earlier approved the use of the #Pfizer/BioNTech #vaccine in the country https://t.co/CZeINqMLub',b'GulfBusiness',"['Kuwait', 'Pfizer', 'vaccine']",16104,0,0
2020-12-24 06:09:15,b'Suspicions grow that #nanoparticles in #Pfizer\xe2\x80\x99s #COVID-19 #vaccine trigger #rare #allergic reactions | #Science | AAAS https://t.co/9IqjUgB9Vp',b'MarxRobby',"['nanoparticles', 'Pfizer', 'COVID', 'vaccine', 'rare', 'allergic', 'Science']",306,0,0
2020-12-24 05:57:29,"b""#Covid #vaccine: You can't sue #Pfizer or #Moderna over side effects - https://t.co/l9ap0LmN2Q""",b'chasingman',"['Covid', 'vaccine', 'Pfizer', 'Moderna']",200,0,0
2020-12-24 05:30:00,"b""Read today's edition of The Peninsula (December 24) for latest updates on #Qatar #COVID19 #MiddleEast #vaccine #Education #Covid19Vaccine #Pfizer #BioNTech #MahaseelFestival   https://t.co/FV7gf2tbRZ https://t.co/6szTwOnQfu""",b'PeninsulaQatar',"['Qatar', 'COVID19', 'MiddleEast', 'vaccine', 'Education', 'Covid19Vaccine', 'Pfizer', 'BioNTech', 'MahaseelFestival']",50645,0,1
2020-12-24 05:24:26,b'#Pfizer to supply 100 million more doses of COVID-19 #vaccine to U.S. by late July https://t.co/Uiyi5s4bfy',b'moughthere',"['Pfizer', 'vaccine']",9589,0,0
2020-12-24 05:18:13,"b'#Pfizer, US strike 100 million #COVID19 #vaccine deal with 70 million due by June   https://t.co/Fv8Ki9wkq5'",b'PressTV',"['Pfizer', 'COVID19', 'vaccine']",247629,4,14
