Time Created,Tweet_Text,Username,Additional Hashtags,Account Followers,Number Retweets,Number Likes
2020-12-19 16:00:51,"b""@CBSNews Will it help #Pfizer or #Moderna? Let's wait for the markets to open this Monday. #vaccine #Covid_19""",b'CaptAKJ',"['Pfizer', 'Moderna', 'vaccine', 'Covid_19']",567,0,5
2020-12-19 15:53:05,b'Thrilled to have received #Pfizer #COVID19 #vaccine today as I was accompanying someone eligible #NHS',b'hamchick',"['Pfizer', 'COVID19', 'vaccine', 'NHS']",1296,1,12
2020-12-19 15:39:26,b'Today (19.12.2020) Alain Berset announced that Swissmedic has approved the vaccine for Switzerland. Read all relevant information from the BAG press conference in this thread.  #CoronaInfoCH #Switzerland #Vaccine #Pfizer #Impfung',b'CoronaEnglish',"['CoronaInfoCH', 'Switzerland', 'Vaccine', 'Pfizer', 'Impfung']",8472,14,61
2020-12-19 15:35:07,b'@kathryniveyy I just received my first #COVID-19 #Pfizer #vaccine too!  Done \xe2\x9c\x85 https://t.co/Kw1nLqUSof',b'AnnaSolenn',"['COVID', 'Pfizer', 'vaccine']",297,0,19
2020-12-19 15:31:35,b'I am a physician and still believe we should be vaccinating the MOST VULNERABLE before the MOST ESSENTIAL.   #Trump #Covid_19 #CovidVaccine #coronavirus #vaccine #vaccination #Pfizer #Moderna #SaturdayMorning #SaturdayMotivation #SaturdayVibes #weekend #Truth #EssentialWorkers',b'TradingDocMD',"['Trump', 'Covid_19', 'CovidVaccine', 'coronavirus', 'vaccine', 'vaccination', 'Pfizer', 'Moderna', 'SaturdayMorning', 'SaturdayMotivation', 'SaturdayVibes', 'weekend', 'Truth', 'EssentialWorkers']",9,0,0
2020-12-19 15:31:00,b'Dr. Fauci went all the way to the North Pole and vaccinated Santa Claus!! Thanks Dr. Fauci!!   #vaccine #Pfizer #DrFauci #SantaClaus #SantaClausIsComingToTown #Covid_19',b'JoeSlaterIWA',"['vaccine', 'Pfizer', 'DrFauci', 'SantaClaus', 'SantaClausIsComingToTown', 'Covid_19']",608,0,0
2020-12-19 15:28:20,b'#Pfizer and #BioNTech Receive Conditional Marketing Authorization by #Swissmedic for #COVID-19 #Vaccine https://t.co/WLN4fOGww6',b'mabdelgaber',"['Pfizer', 'BioNTech', 'Swissmedic', 'COVID', 'Vaccine']",253,0,0
2020-12-19 15:26:04,b'#Extra #Pfizer #Vaccine #Doses #Bring hope to one Ohio #Hospital https://t.co/7ZYZCytTIM https://t.co/lZTEuRIpnF',b'BloGoalcom',"['Extra', 'Pfizer', 'Vaccine', 'Doses', 'Bring', 'Hospital']",2496,0,0
2020-12-19 15:19:40,"b'Surely, I\xe2\x80\x99m misreading this...  #Trump #MAGA2020 #WeThePeople #AMERICAFirst #Covid_19 #coronavirus #vaccine #SaturdayMorning #SaturdayMotivation #FightBack #FightOn #FightLikeAFlynn #Pfizer #Trending #news #weekend #Repost #CDC #FoxNews #Newsmax #Truth #USA #CovidVaccine https://t.co/QLxvCdA28l'",b'TradingDocMD',"['Trump', 'MAGA2020', 'WeThePeople', 'AMERICAFirst', 'Covid_19', 'coronavirus', 'vaccine', 'SaturdayMorning', 'SaturdayMotivation', 'FightBack', 'FightOn', 'FightLikeAFlynn', 'Pfizer', 'Trending', 'news', 'weekend', 'Repost', 'CDC', 'FoxNews', 'Newsmax', 'Truth', 'USA', 'CovidVaccine']",9,0,0
2020-12-19 15:19:21,b'#FDA #CDC #vaccine #Covid_19 #COVID19 #CovidVaccine #coronavirus #CoronavirusVaccine #CoronaVaccine #Pfizer #Pfizervaccine #PfizerCOVIDvaccine #modernavaccine #Moderna #MedicareForAll #immunity #Biden  Emergency Use Authorization for #Vaccines Explained: https://t.co/MIXQRFV3U7',b'VoteHafner',"['FDA', 'CDC', 'vaccine', 'Covid_19', 'COVID19', 'CovidVaccine', 'coronavirus', 'CoronavirusVaccine', 'CoronaVaccine', 'Pfizer', 'Pfizervaccine', 'PfizerCOVIDvaccine', 'modernavaccine', 'Moderna', 'MedicareForAll', 'immunity', 'Biden', 'Vaccines']",1122,0,0
2020-12-19 15:16:53,"b'Per the CDC...   If you\xe2\x80\x99re over the age of 65, worked hard to secure retirement, took care of your body, and don\xe2\x80\x99t live in assisted living...  YOU\xe2\x80\x99RE FU*KED. Makes sense.   #SaturdayMorning #SaturdayMotivation #saturdaythoughts #Covid_19 #vaccine #Pfizer #Moderna #coronavirus https://t.co/Vpy2pr6EeK'",b'TradingDocMD',"['SaturdayMorning', 'SaturdayMotivation', 'saturdaythoughts', 'Covid_19', 'vaccine', 'Pfizer', 'Moderna', 'coronavirus']",9,0,0
2020-12-19 15:16:32,"b'@UROCKlive1 @TheTweetOfJohn MORE GOV\'T STUPIDITY   #Pfizer reports that OTHER NATIONS HAVE RUSHED TO BUY its 2021 second quarter SUPPLY,  AFTER THE U.S. GOVERNMENT ""TURNED DOWN"" its OPPORTUNITY to DOUBLE its PURCHASE of 100 million doses of the #vaccine https://t.co/0PuahpDWFb'",b'GrandmaLiz_',"['Pfizer', 'vaccine']",170,1,0
2020-12-19 15:14:56,b'#Vaccine distribution and the politics of #race. #Pfizer #COVID #Coronavirus #Capitalism #StopTheSteal #Election2020 https://t.co/ZIZYCx4DTw',b'will_show2020',"['Vaccine', 'race', 'Pfizer', 'COVID', 'Coronavirus', 'Capitalism', 'StopTheSteal', 'Election2020']",1936,0,0
2020-12-19 15:13:05,b'Exactly this \xf0\x9f\x91\x87#coronavirus #Covid_19 #COVID19 #coronavirusuk #CovidVaccine #covid #vaccine #Pfizer #PfizerBioNTech #Pfizervaccine #cev https://t.co/lyVbA2V8eY',b'AnnabelWoky',"['coronavirus', 'Covid_19', 'COVID19', 'coronavirusuk', 'CovidVaccine', 'covid', 'vaccine', 'Pfizer', 'PfizerBioNTech', 'Pfizervaccine', 'cev']",1767,0,1
2020-12-19 15:11:30,b'This cargo flight that just passed over Bucks County from Frankfurt to Atlanta was probably filled with Lifesaving #COVID19 #vaccine from #Pfizer. Godspeed Pilots! \xf0\x9f\x91\x8f\xe2\x9d\xa4\xef\xb8\x8f\xf0\x9f\x91\x8f https://t.co/MOmIUK8dfQ https://t.co/2rCTrzTjHG',b'CarlSaganRox',"['COVID19', 'vaccine', 'Pfizer']",547,0,6
2020-12-19 15:08:25,"b'@UROCKlive1 @TheTweetOfJohn ""#Pfizer says it has millions of doses of #COVID19-19 #vaccine in a warehouse with no additional instructions for delivery""  https://t.co/ucCBaGAgi2 https://t.co/9Qc6SoJdfE'",b'GrandmaLiz_',"['Pfizer', 'COVID19', 'vaccine']",170,2,0
2020-12-19 15:04:09,"b'""Out of an abundance of caution, we are temporarily pausing vaccinations at Condell, which will allow us time to better understand what may have caused these reactions,"" the health center said in a statement #PfizerBioNTech #Pfizer #vaccine https://t.co/ksrcNM8qgV'",b'salmakaveli',"['PfizerBioNTech', 'Pfizer', 'vaccine']",212,1,1
2020-12-19 14:50:02,"b'@montrealsimon @ladiesgun Andrew Coyne continues to spread his disinformation... The #US is surely descending into #COVID chaos  as #Trump is holding up delivery of #Pfizer vaccines because of his stock holdings in #Moderna  ...and US will vaccinate ""faster than #Cda"" ?? Only an IDIOT would claim that...'",b'bohemianww',"['US', 'COVID', 'Trump', 'Pfizer', 'Moderna', 'Cda']",1658,0,0
2020-12-19 14:36:41,b'Approval of Pfizer-BioNTech vaccine from Switzerland. #Pfizer #BioNTech #vaccine #Switzerland Switzerland was the first country in the world to approve the Pfizer-BioNTech vaccine in \xe2\x80\x9cstandard procedures\xe2\x80\x9d.   https://t.co/70jm64o9br',b'Maraazcom',"['Pfizer', 'BioNTech', 'vaccine', 'Switzerland']",113,0,0
2020-12-19 14:35:09,b'#CovidVaccine #Covid_19 #COVID\xe3\x83\xbc19 #coronavirus #CoronaVaccine #CDC #Fauci #DrFauci #vaccine #vaccination #vaccinated #VaccinesWork #immunity #Pfizer #Moderna  #COVID #vaccines Approaching:Is #FDA Ready to Inspect Plants Where They\xe2\x80\x99re Made? https://t.co/H8zW8h8lg1 via @VanityFair',b'VoteHafner',"['CovidVaccine', 'Covid_19', 'COVIDー19', 'coronavirus', 'CoronaVaccine', 'CDC', 'Fauci', 'DrFauci', 'vaccine', 'vaccination', 'vaccinated', 'VaccinesWork', 'immunity', 'Pfizer', 'Moderna', 'COVID', 'vaccines', 'FDA']",1122,0,0
2020-12-19 14:34:39,b'To all: We are in need of volunteers to test the weight capacity of a 500ft high bridge with a mack truck. The bridge was built in record time; any takers? #CovidVaccine #coronavirus #Moderna #Pfizer #Covid_19 #vaccine',b'CAMSIPA',"['CovidVaccine', 'coronavirus', 'Moderna', 'Pfizer', 'Covid_19', 'vaccine']",134,0,0
2020-12-19 14:23:05,"b'#Covid19 #vaccine #biontech #pfizer 86 mio doses = 43 mio people #moderna 51 mio doses = 25.5 mio people #curevac 62 mio doses still in phase 3 testing = 31 mio people #germany is 83 mio people , added doses with #astrazeneca #johnsonjohnson https://t.co/Np6B25jDu6'",b'vonBardelebenRS',"['Covid19', 'vaccine', 'biontech', 'pfizer', 'moderna', 'curevac', 'germany', 'astrazeneca', 'johnsonjohnson']",621,1,3
2020-12-19 14:20:54,b'#FDA #investigating #allergic #reactions to #Pfizer #vaccine reported in multiple states  https://t.co/Glq1iWoqFk',b'JosephSzlavik',"['FDA', 'investigating', 'allergic', 'reactions', 'Pfizer', 'vaccine']",6780,0,0
2020-12-19 14:18:41,"b'Swiss drugs regulator Swissmedic has authorised the #COVID-19 vaccine from #Pfizer and partner BioNTech, the agency says.  https://t.co/wSEqlj35ot'",b'AlArabiya_Eng',"['COVID', 'Pfizer']",875120,4,7
2020-12-19 14:05:55,b'Remember a week or so ago that Biden wanted in on the #Trump #vaccine distribution? Gen. #Perna had his D-Day speech. Trump bragged on #Army distribution. Sec #Azar had #WarpSpeed ready. Guess what? #Pfizer has millions waiting in a warehouse. https://t.co/nQxxMpq33k',b'Ohmie_Rides_On',"['Trump', 'vaccine', 'Perna', 'Army', 'Azar', 'WarpSpeed', 'Pfizer']",3,0,0
2020-12-19 14:04:09,b'#Pfizer #vaccine Finally approved by Swissmedic. Vaccine is going to  be for free and voluntary. \xf0\x9f\x91\x8d https://t.co/9lteKe1mMe',b'ml_zur',"['Pfizer', 'vaccine']",100,0,0
2020-12-19 14:00:05,"b""How do you feel about Twitter deciding what's factual to know about the #CovidVaccines  the ingredients,side effects ?  #CovidVaccinesideeffects   January censorship coming after #Holidays #Covid19 #COVIDSecondWave  #Vaccine #Pfizer #Moderna  NO back to normal with vaccination""",b'SamWhit37845181',"['CovidVaccines', 'CovidVaccinesideeffects', 'Holidays', 'Covid19', 'COVIDSecondWave', 'Vaccine', 'Pfizer', 'Moderna']",153,0,0
2020-12-19 13:47:34,"b""@threadbane @MEEPPSison @No1Hollyfreedom I'm hoping that #Pfizer sues the Trump Administration to force them to come clean about deliberately interfering with timely and efficient #vaccine delivery. (This is not an endorsement of #BigPharma.)""",b'AnnelieseMaria',"['Pfizer', 'vaccine', 'BigPharma']",1272,0,1
2020-12-19 13:44:04,"b'#Moderna, #McKesson and U.S. Army general ready to roll out new #COVID19 #vaccine https://t.co/fwQ68HEDff  A different #distribution network will be used to that of the #Pfizer-#BioNTech vaccine plus an ultra #coldchain is not needed. @UPS + @fedex still playing important roles.'",b'Supernetworks',"['Moderna', 'McKesson', 'COVID19', 'vaccine', 'distribution', 'Pfizer', 'BioNTech', 'coldchain']",2929,0,1
2020-12-19 13:33:53,"b""I just got my first dose of the #pfizer #vaccine against #Covid_19 this morning! Feel like it's a small step towards normality. Second dose due on 9th Jan 2021. Spread the word: vaccination is highly effective and extremely safe. Thanks to everyone at @JubileeHospital https://t.co/uu7uUwJPEn""",b'ProfDConnelly',"['pfizer', 'vaccine', 'Covid_19']",289,0,14
2020-12-19 13:33:35,b'Getting my first dose of the COVID-19 vaccine today!! Thank you Emory Healthcare \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbd #COVID #CovidVaccine #Pfizer #PfizerCOVIDvaccine #GetVaccinated @emoryhealthcare #plasticsurgery #frontlineworkers #ATL #Atlanta #VaccinesWork #VaccinesSaveLives',b'NBPmedlaw',"['COVID', 'CovidVaccine', 'Pfizer', 'PfizerCOVIDvaccine', 'GetVaccinated', 'plasticsurgery', 'frontlineworkers', 'ATL', 'Atlanta', 'VaccinesWork', 'VaccinesSaveLives']",500,1,2
2020-12-19 13:32:33,"b'Nurse At Memorial Hospital Located In Chattanooga, Tennessee Collapses Moments After Receiving ##Pfizer #COVID-19\xe2\x80\xa6 https://t.co/ZaQ49kjx73'",b'eindtijd1',"['Pfizer', 'COVID']",142,0,0
2020-12-19 13:30:21,"b'Every minute vaccines sit in warehouses is precious time wasted.  @Pfizer,  get the vaccines distributed., forget waiting for Trump administration.  #vaccine #Pfizer @JBPritzker'",b'JAfredderf',"['vaccine', 'Pfizer']",2551,0,0
2020-12-19 13:30:03,b'I just received my first #COVID-19 #Pfizer #vaccine!  Done \xe2\x9c\x85   F***k you Covid! \xf0\x9f\xa6\xbe https://t.co/gQSO0WGJhc',b'AnnaSolenn',"['COVID', 'Pfizer', 'vaccine']",297,0,11
2020-12-19 13:29:54,"b'Our national correspondent it was the first to report that extra doses of the #Pfizer #COVID #vaccine were being discovered in #vials nationwide. He recently spent the day at metro health #CLE as it was vaccinating #nurses, #doctors, and frontline staff. https://t.co/OLUqQuboDR https://t.co/6xWyYDJw73'",b'tezuma75',"['Pfizer', 'COVID', 'vaccine', 'vials', 'CLE', 'nurses', 'doctors']",1290,0,1
2020-12-19 13:28:04,"b'Mum took the call and the woman said it was our Doctor\'s surgery, and asked if she wanted the #Covid #vaccine. I was in the room. I said, ""Ask her which one?"" Just to be fully informed. #Pfizer. They offered it to Dad, too (though he\'s on antibiotics). Appointments next week.'",b'Chrystaroth',"['Covid', 'vaccine', 'Pfizer']",5566,1,7
2020-12-19 13:25:20,"b""#Pfizer #vaccine #CovidVaccine Check out user2666454224079's video! #TikTok https://t.co/rzrysTQl1F""",b'shayteamlove',"['Pfizer', 'vaccine', 'CovidVaccine', 'TikTok']",788,0,0
2020-12-19 13:21:29,b'Now you know why Poonawalla is asking govt protection against any lawsuits \xf0\x9f\xa4\xa6  #Pfizer #vaccination #vaccine #coronavirusindia #covid19  https://t.co/j8Qeltmf2v',b'Now_Abhi82',"['Pfizer', 'vaccination', 'vaccine', 'coronavirusindia', 'covid19']",293,0,0
2020-12-19 13:21:03,"b'At least 128,000 people in the U.S. have received the Covid-19 vaccine  Numbers by State shown  #Pfizer #Modernica #BioNTech #Covid19 #CoronavirusPandemic #CDC #WHO #Vaccine  https://t.co/eVIHuq4ayo'",b'GSquire86',"['Pfizer', 'Modernica', 'BioNTech', 'Covid19', 'CoronavirusPandemic', 'CDC', 'WHO', 'Vaccine']",482,0,0
2020-12-19 13:05:43,"b""Ladies are you ready for this ...?\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa5\xb8\xf0\x9f\xa5\xb8\xf0\x9f\xa5\xb8                                                     News #Corona  #vaccine #Pfizer  threatens to grow women's beards,  OR can turn people into crocodile says (Brazilian president) Jair Bolsonaro #TheMandalorian #viratkholi https://t.co/qxeheZhN33""",b'Noorii_Brown',"['Corona', 'vaccine', 'Pfizer', 'TheMandalorian', 'viratkholi']",92,0,0
2020-12-19 13:01:58,"b'Why mfk, u invented that shit \xf0\x9f\x98\x82 #VaccinoAntiCovid #vaccine #Pfizer #ceo https://t.co/Wz21j9NYya'",b'arditRashica',"['VaccinoAntiCovid', 'vaccine', 'Pfizer', 'ceo']",341,0,0
2020-12-19 13:00:24,b'#murdererinChief #vaccine #Pfizervaccine #BidenHarris2020 you can\xe2\x80\x99t get here soon enough! This is why #DeathDesantis is lying to #Florida about the lack of #Pfizer #vaccine https://t.co/3WI8wnzHi6',b'IndivisibleFlag',"['murdererinChief', 'vaccine', 'Pfizervaccine', 'BidenHarris2020', 'DeathDesantis', 'Florida', 'Pfizer', 'vaccine']",2938,1,2
2020-12-19 13:00:21,"b'Vaccine or no vaccine, Britain must relearn how to live with risk  We must relearn a healthy attitude to risk, writes @RMCunliffe --&gt; https://t.co/oCX8FsRFjN  #Vaccine #CovidVaccine #Pfizer #PfizerVaccine #CoronaVaccine #CoronaVirus #Risk #Lockdown #TierSystem #Tiers #Society https://t.co/QmPB9Fny4l'",b'CityAM',"['Vaccine', 'CovidVaccine', 'Pfizer', 'PfizerVaccine', 'CoronaVaccine', 'CoronaVirus', 'Risk', 'Lockdown', 'TierSystem', 'Tiers', 'Society']",66296,3,6
2020-12-19 12:59:04,b'Great job by frontline worker @Fotogodterry covering #Pfizer #BioNTech #COVID19 #vaccine given to #frontline healthcare workers. @RedlandsNews @pressenterprise https://t.co/gQ4pq1VTwN',b'Cyamanaka7',"['Pfizer', 'BioNTech', 'COVID19', 'vaccine', 'frontline']",466,2,4
2020-12-19 12:58:15,"b'#Pfizer BioNTech COVID-19 #vaccine wins #Swiss regulatory approval, vaccinations to begin within days - \xe2\x81\xa6@Reuters\xe2\x81\xa9 story by Michael Shields https://t.co/Igro9KaltN'",b'StephNebehay',"['Pfizer', 'vaccine', 'Swiss']",8097,4,8
2020-12-19 12:58:11,b'Had to do it $PFE   #Pfizer #vaccine #vaccination https://t.co/bP2MdUes7K',b'TheCheapTrade',"['Pfizer', 'vaccine', 'vaccination']",380,0,0
2020-12-19 12:56:32,b'What use is the first half of a two-part vaccination when no more is coming until March? Asking for a country #JeremyHunt #PfizerBioNTech #Pfizer #vaccine #CovidVaccine #Covid19UK #coronavirus #DailyCovidUpdate #DailyBriefing',b'CatsAndBrexit',"['JeremyHunt', 'PfizerBioNTech', 'Pfizer', 'vaccine', 'CovidVaccine', 'Covid19UK', 'coronavirus', 'DailyCovidUpdate', 'DailyBriefing']",2575,0,1
2020-12-19 12:45:04,b'For the anti-vaxxers especially who are targeting @pfizer they also make Viagra. \xf0\x9f\x98\x89 #coronamaatregelen #corona #COVID19 #vaccine #Pfizer #antivaxxers #SaturdayVibes https://t.co/hIE8rj2ZA9',b'evren_sener',"['coronamaatregelen', 'corona', 'COVID19', 'vaccine', 'Pfizer', 'antivaxxers', 'SaturdayVibes']",1802,0,0
2020-12-19 12:44:03,"b""Don't take that fucking #vaccine until #Pfizer waives their civil lawsuit immunity privilege. And until there is a long term independent study done on it.  Test that stuff on death row inmates, not healthy people. Shame on the government for allowing this to happen!""",b'RealHomeRecordn',"['vaccine', 'Pfizer']",1535,1,0
2020-12-19 12:43:58,"b""Comparing #Moderna's #Covid-19 vaccine against #Pfizer/BioNTechs https://t.co/a5uwsvvTD3 https://t.co/eP3OOae3Os""",b'jenkers_en',"['Moderna', 'Covid', 'Pfizer']",1261,0,0
2020-12-19 12:37:25,"b'Vaccines, Moderna, Pfizer and you https://t.co/7wBLZzjHPv via @YouTube #vaccine #vaccination #moderna #Pfizer #Biden #HealthcareHeroes @WillaCare @MarshProduces'",b'DrBrianMcD',"['vaccine', 'vaccination', 'moderna', 'Pfizer', 'Biden', 'HealthcareHeroes']",671,1,1
2020-12-19 12:29:41,b'I was most surprised that President Marcon wasn\xe2\x80\x99t given the Vaccine in time.  He should have had it at 3 weeks ago.  Odd.  A Very Important Man.  And no Preferential Treatment.   https://t.co/6F09EUoA3C  #FrenchPresidentMarcon #Pandemic #Vaccine #Pfizer #Moderna #GotTime #FRANCE',b'incedentals',"['FrenchPresidentMarcon', 'Pandemic', 'Vaccine', 'Pfizer', 'Moderna', 'GotTime', 'FRANCE']",8,0,0
2020-12-19 12:26:32,b'Will the Corona vaccine work? - astro analysis  Sputnik V #Covid_19 #Corona #vaccine #COVIDIOT #Pfizer  https://t.co/UwMpo7299C',b'AtulAtuld',"['Covid_19', 'Corona', 'vaccine', 'COVIDIOT', 'Pfizer']",1696,1,7
2020-12-19 12:14:52,b'Pharmaceutical companies #Pfizer #Moderna have total immunity meaning you or family cannot sue them if you get #Covid after taking the vaccine \xf0\x9f\x91\x8e\xf0\x9f\x8f\xbb\xf0\x9f\xa4\xa6\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f I guess that includes if you die too\xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x80\xef\xb8\x8f These companies risk nothing with immunity but folks are risking their lives',b'NurseVeteran2',"['Pfizer', 'Moderna', 'Covid']",9419,0,0
2020-12-19 12:12:17,b'What will you do? Take the Poll. https://t.co/jpHL1FxKwU #vaccine #vaccination #Moderna #Pfizer #CovidVaccine #Covid_19 #COVIDSecondWave',b'RobzRantz',"['vaccine', 'vaccination', 'Moderna', 'Pfizer', 'CovidVaccine', 'Covid_19', 'COVIDSecondWave']",1148,0,0
2020-12-19 12:11:41,"b""Didn't need you before, not gonna be needing you now. #Pfizer #vaccine https://t.co/phnvi3HwMy""",b'African_Pat',"['Pfizer', 'vaccine']",222,0,0
2020-12-19 12:08:16,b'Victory Against the Pandemic  #EduBrisk #Science #Biology #Covid #Corona #Pfizer #NationalInstituteofVirology #StudyHack #CelebratingKnowledge #IntegratedLearning #NEP2020 #WorldHealthOrganization #WHO https://t.co/8RROHx0gN5',b'EduBrisk',"['EduBrisk', 'Science', 'Biology', 'Covid', 'Corona', 'Pfizer', 'NationalInstituteofVirology', 'StudyHack', 'CelebratingKnowledge', 'IntegratedLearning', 'NEP2020', 'WorldHealthOrganization', 'WHO']",23,0,1
2020-12-19 11:43:26,b'#Swissmedic grants authorisation for the first COVID19 #vaccine from #Pfizer/#BioNTech in #Switzerland   This represents the world\xe2\x80\x99s first authorisation in the ordinary procedure \xf0\x9f\x91\x89\xf0\x9f\x8f\xbc https://t.co/uyF2YFiWjZ https://t.co/8PseWGYWEi',b'GiovannyLeon',"['Swissmedic', 'vaccine', 'Pfizer', 'BioNTech', 'Switzerland']",1407,0,1
2020-12-19 11:42:02,b'#Pfizer has millions of warehoused #COVID-19 #vaccine doses but no idea where to ship them: https://t.co/Ihz0mERvyf',b'pedpsychdoc',"['Pfizer', 'COVID', 'vaccine']",466,0,0
2020-12-19 11:21:52,"b'The Government think showing a contestant from Xfactor in 2008 get vaccinated live on air will persuade others to take it . Just show this video from @devisridhar , always look forward to listening to her on @GMB and other media outlets #nhs #vaccine #antivax #Pfizer #moderna https://t.co/CUsmATtZIx'",b'1878Blue1',"['nhs', 'vaccine', 'antivax', 'Pfizer', 'moderna']",0,0,2
2020-12-19 11:13:49,"b'After launching the country\'s immunization campaign on Wednesday, #Brazilian #President #JairBolsonaro suggested that #COVID-19 vaccines #Pfizer-BioNTech can ""turn people into crocodiles or even result in women growing beards."" https://t.co/CI8KSpmPAz'",b'themojo_in',"['Brazilian', 'President', 'JairBolsonaro', 'COVID', 'Pfizer']",44586,0,3
2020-12-19 11:09:57,b'@Strandjunker And because he played no role whatsoever despite claiming credit for #Pfizer #vaccine and is totally incompetent and totally insensitive to suffering due to his failures',b'LindaMNoonan',"['Pfizer', 'vaccine']",946,0,2
2020-12-19 11:03:21,"b""BRITAIN'S #Pfizer #Covid vaccine : the #vaccine stocks would only last until the end of #January, with hopes we will have the Oxford/Astrazeneca jab by then to cover the shortfall. , Jeremy Hunt has warned today https://t.co/HA5rfzGwFY https://t.co/1OZ8m99Og7""",b'yacobte',"['Pfizer', 'Covid', 'vaccine', 'January']",4,0,1
2020-12-19 10:54:14,"b""What kind of BeeEss is this?  Just to let everyone know of threats, #Pfizer #vaccine is alleged to cause infertility in women. None of the participants in P3 trials were pregnant to ascertain safety against pregnancy.  Pakistan mustn't allow its citizens to be used as guinea pigs https://t.co/3EykO4uwSU""",b'alialiofpk',"['Pfizer', 'vaccine']",301,0,0
2020-12-19 10:42:58,"b'It\xe2\x80\x99s because the #Trump administration has greater personal financial stakes in the other #vaccine makers, #Moderna #AstraZeneca. They didn\xe2\x80\x99t bet as much on #Pfizer. Follow the $$$. #GretchenWhitmer #Covid https://t.co/UNmCjNFWyX'",b'uncircuitous',"['Trump', 'vaccine', 'Moderna', 'AstraZeneca', 'Pfizer', 'GretchenWhitmer', 'Covid']",8,0,0
2020-12-19 10:14:46,"b'This is a vitally important thread, explaining how the #Pfizer and #Moderna vaccines work. #mRNA #vaccine #Covid19 https://t.co/ldwgkFkdzU'",b'maguirenumber6',"['Pfizer', 'Moderna', 'mRNA', 'vaccine', 'Covid19']",440,0,0
2020-12-19 10:08:33,b'Shameless profiteering? Or something else? You decide. #vaccine #Covid_19 #Moderna #Pfizer #AstraZeneca https://t.co/fY4o0kuM1U',b'KirstenInCamden',"['vaccine', 'Covid_19', 'Moderna', 'Pfizer', 'AstraZeneca']",748,0,0
2020-12-19 10:01:32,b'This comes few days after #Britain\xe2\x80\x99s drug regulator advised people with a history of \xe2\x80\x9csignificant\xe2\x80\x9d allergies to avoid the #Pfizer-#BioNTech #vaccine #COVID19 #CoronavirusVaccine #HealthTech #Pharmaceuticals   https://t.co/wbmB0fCxQp',b'Forbes_MENA_',"['Britain', 'Pfizer', 'BioNTech', 'vaccine', 'COVID19', 'CoronavirusVaccine', 'HealthTech', 'Pharmaceuticals']",2775,2,4
2020-12-19 09:48:26,"b'De vrais #vaccins? or, on the name only ?  https://t.co/wz4IDSY31u #EU Senior Officers to EuroFora: UnKnown if #Pfizer Turkish Vaccine Stops or Spreads Virus to other People.. https://t.co/LCWY9sFa2i #vaccine  #vaccination #COVID19 https://t.co/C5gpibvSbH'",b'ema4fighting',"['vaccins', 'EU', 'Pfizer', 'vaccine', 'vaccination', 'COVID19']",26700,0,0
2020-12-19 09:10:00,"b'The health worker in #Alaska was given the #vaccine shot of #Pfizer on #Tuesday, after which the reaction occurred. The person is said to be in stable condition.  Read more: https://t.co/L4SA5WhXKi  #COVID19 #Coronavirus #Biotech #Moderna'",b'Opoyis',"['Alaska', 'vaccine', 'Pfizer', 'Tuesday', 'COVID19', 'Coronavirus', 'Biotech', 'Moderna']",10300,0,0
2020-12-19 08:58:22,b'@BorisJohnson We need a new #Pfizer #vaccine for the new strain https://t.co/eEecdrOY0z',b'Sixtysecondsof',"['Pfizer', 'vaccine']",455,0,0
2020-12-19 08:56:22,"b""If something works so well you don't need fancy statistics to prove it... Like the #Covid_19 #vaccine from #BioNTech/#Pfizer in the trial published by @NEJM https://t.co/Q5BabPfPyl https://t.co/W9qU58lPXY""",b'SamuelAllemann',"['Covid_19', 'vaccine', 'BioNTech', 'Pfizer']",153,0,1
2020-12-19 08:55:54,b'#vaccine is on the hit list of all the countries and it will again prove that developed nations will acquire  #Pfizer and #VaccinoAntiCovid to their Citizens.  Again world will prove to be for the elite class and elite countries.',b'Aslam_Progress',"['vaccine', 'Pfizer', 'VaccinoAntiCovid']",2340,0,1
2020-12-19 08:43:30,"b""Albert Bourla, #Pfizer's CEO :  According to his words, he won't get the #vaccine.  He is healthy.  He doesn't need it. https://t.co/zdMcB4H2ZZ""",b'outosego',"['Pfizer', 'vaccine']",1342,0,0
2020-12-19 08:30:49,"b""So let's recap so far: White House got Vaccine, Billionaires got Vaccine, some hospitals have gotten it  but millions of doses sit in warehouses? #vaccine #Pfizer""",b'JAfredderf',"['vaccine', 'Pfizer']",2551,2,0
2020-12-19 07:54:53,b'@NatyLiy Spread the word... vaccine may cause life threatening appendicitis.  Of course the media will not report this.  #vaccine #pfizer https://t.co/zfVGKz6f3Z',b'KafeRocks',"['vaccine', 'pfizer']",22,0,0
